"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","440","2766546","0-0","","200","120","8","WHEAT CROP","Left","200","160","1","NETTLE WEED","experimental","207","1,2,3,4,5,6,7,8","120,160.21472256732835,163.03904049409306,181.72987725204194,173.34707325533995,197.09813402629788,196.9942895651216,194.3467249921541","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","160,130,145.16010700618554,190.57222085209526,173.2707400815829,219.49354250381185,203.53563069550341,199.56733256530785","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,1,0,1,1,1","689,796,383,549,763,758,360,1494","40.21472256732834,2.824317926764696,18.690836757948897,-8.382803996702007,23.751060770957924,-0.10384446117628011,-2.6475645729674993,-13.756193189143048","-16.146309690909682,15.160107006185548,45.412113845909715,-17.301480770512363,46.22280242222898,-15.957911808308436,-3.9682981301955604,-11.404763315985306","0","0"
"787","86","text","0","441","2767503","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","442","2774184","0-0","","200","160","4","CORN CROP","Left","200","180","1","NETTLE WEED","experimental","208","1,2,3,4","160,180.70431027510477,247.74069296074057,268.66177792553714","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,170,193.97307042036158,183.69768363211406","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,0","1207,407,364,664","20.704310275104785,67.0363826856358,20.921084964796577,41.066123714556014","-17.059199242679213,23.973070420361566,-10.27538678824751,45.66969630082936","0","0"
"101","86","text","0","443","2774395","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","444","2780144","0-0","","200","180","4","WHEAT CROP","Right","200","160","4","NETTLE WEED","experimental","209","1,2,3,4","160,183.5232509344892,157.74728948151113,137.74365165183508","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,230.93574164182743,181.59215799632165,148.36773052184023","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,0,1","1338,750,373,172","23.5232509344892,-25.77596145297808,-20.003637829676045,16.920862833124314","50.93574164182743,-49.343583645505795,-33.22442747448142,25.202369147852956","0","0"
"2231","86","text","0","445","2782535","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","446","2796528","0-0","","200","190","1","WHEAT CROP","Right","200","120","4","THISTLE WEED","experimental","210","1,2,3,4","120,118.73405661592238,162.42744997429295,184.58134456266373","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,170,184.89388157730602,191.48867141304584","1,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","973,6786,421,518","-1.265943384077616,43.69339335837057,22.15389458837078,35.96144399935054","10.1815948944568,14.893881577306024,6.594789835739816,-9.794627462657171","0","0"
"180","86","text","0","447","2796849","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","448","2804704","0-0","","200","120","2","CORN CROP","Right","200","160","4","NETTLE WEED","experimental","211","1,2,3,4","160,172.8252277240687,173.85554536131806,188.14632665878747","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","120,133.91814853952883,180,228.30209178843924","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","1146,264,873,1574","12.825227724068693,1.0303176372493716,14.290781297469412,-2.3173602011125283","13.91814853952883,-9.470434697170312,48.30209178843924,11.922954515748286","0","0"
"177","86","text","0","449","2805018","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","450","2814828","0-0","","200","120","8","CORN CROP","Left","200","180","4","NETTLE WEED","experimental","212","1,2,3,4,5,6,7,8","120,134.86140804208028,137.73308293824647,148.22354353393584,184.33488637265617,221.3250367314985,230.13675112662716,216.64330362936798","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,159.38892939332402,157.08137283801045,180.4095185317043,160,174.09809054886668,210.79343989974075,228.57788553031764","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,0,0,1,0,0","1521,282,203,374,434,316,529,1097","14.861408042080297,2.8716748961661818,10.490460595689372,36.11134283872033,36.99015035884232,8.81171439512865,-13.49344749725919,31.067671905592636","-20.611070606675966,-2.3075565553135666,23.32814569369384,-35.91498775201555,14.098090548866688,36.695349350874075,17.784445630576897,4.998335786150198","0","0"
"140","86","text","0","451","2815088","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","452","2825895","0-0","","200","180","8","CORN CROP","Right","200","180","1","THISTLE WEED","experimental","213","1,2,3,4,5,6,7,8","180,130,172.0409545093755,195.30536098405713,201.5795228183989,223.52568801771733,250.8888750134687,269.46573677453057","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,195.09202857031724,200.6270554051817,241.35049415848738,272.55334122411887,306.9945633442778,351.11066359001836,364.1411636486331","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,1,1,1,1","1105,510,640,310,1214,300,300,1090","-7.8933089085319,42.04095450937549,23.26440647468165,6.274161834341768,21.946165199318415,27.363186995751366,18.57686176106185,30.19913556327586","15.092028570317247,5.535026834864462,40.7234387533057,31.202847065631502,34.44122212015894,44.11610024574054,13.03050005861473,14.657038374457837","0","0"
"3210","86","text","0","453","2829265","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","454","2838962","0-0","","200","120","4","WHEAT CROP","Right","200","120","8","THISTLE WEED","experimental","214","1,2,3,4,5,6,7,8","120,153.88062782534004,181.08366289719694,146.22042606046404,176.7043888106801,160.36223791693294,201.5140504559294,185.750225515543","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,147.77125302504408,208.7952184537093,195.93394794618348,160,172.21154706572344,176.39504093160693,200.69489468815027","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,0,1,0,1","503,343,549,293,1687,1003,470,120","33.880627825340035,27.203035071856906,-34.8632368367329,30.483962750216065,-16.342150893747135,41.15181253899645,-15.763824940386403,31.943255682175234","27.771253025044082,61.02396542866525,-12.861270507525845,9.913536166031742,12.211547065723437,4.183493865883483,24.299853756543357,49.16109808213202","0","0"
"974","86","text","0","455","2840106","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","456","2845830","0-0","","200","190","1","WHEAT CROP","Right","200","180","2","THISTLE WEED","experimental","215","1,2","180,228.98542381241694","2,1","THISTLE WEED,THISTLE WEED","190,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","1143,763","48.98542381241694,41.80370384760052","15.781808713929106,36.79332102979885","0","0"
"904","86","text","0","457","2846898","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","458","2855418","0-0","","200","160","4","CORN CROP","Right","200","190","1","NETTLE WEED","experimental","216","1,2,3,4","190,170,239.48295168752463,226.33774189976305","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","160,195.4314495607677,219.1216822331001,231.59712857352187","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,1","477,396,1290,827","25.85727248960348,69.48295168752465,-13.145209787761596,30.650281281708445","35.43144956076772,23.6902326723324,12.475446340421765,40.18240752363291","0","0"
"464","86","text","0","459","2856062","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","460","2869918","0-0","","200","160","4","WHEAT CROP","Left","200","160","8","NETTLE WEED","experimental","217","1,2,3,4,5,6,7,8","160,187.91419728274252,208.2043643384336,241.401325179291,160,159.78754104775263,184.56656979262362,199.416414932867","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","160,187.0205263743435,170.4252686669517,175.06855033581328,194.02533969235097,249.72055096034143,274.9458092985142,271.0278814289806","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,1,0,1,1,1","1405,601,781,526,2042,555,157,273","27.914197282742535,20.2901670556911,33.1969608408574,-23.504988062193846,-0.21245895224737055,24.779028744871,14.8498451402434,-7.156477907221528","27.020526374343504,-16.59525770739181,4.643281668861594,18.956789356537676,55.695211267990445,25.225258338172722,-3.917927869533578,-22.3686075233812","0","0"
"555","86","text","0","461","2870593","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","462","2877415","0-0","","200","190","4","WHEAT CROP","Right","200","180","4","THISTLE WEED","experimental","218","1,2,3,4","180,224.67039408706546,194.80234151724775,228.01280833125395","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,199.0889563471832,250.52110320333824,289.04024241837885","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,0","1372,851,453,737","44.670394087065475,-29.868052569817706,33.210466814006196,9.557245155939352","9.08895634718321,51.432146856155036,38.5191392150406,-20.747783606716666","0","0"
"1013","86","text","0","463","2878568","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","464","2885818","0-0","","200","120","4","CORN CROP","Left","200","120","2","THISTLE WEED","experimental","219","1,2,3,4","120,115.87103829964843,147.14846202920972,172.44772658302162","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,111.9090080872516,180,188.1360364506378","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,0,0","1219,313,520,410","-4.128961700351571,31.277423729561278,25.299264553811895,-6.087602165291489","-8.0909919127484,36.48710838637204,8.136036450637803,12.858647364276504","0","0"
"163","86","text","0","465","2886081","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","466","2893402","0-0","","200","180","2","CORN CROP","Right","200","180","1","THISTLE WEED","experimental","220","1,2","180,190","1,1","THISTLE WEED,NETTLE WEED","180,175.2193995559974","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","835,1534","29.81721074841917,-13.13828613079042","-4.780600444002594,-15.522594675467815","0","0"
"584","86","text","0","467","2894126","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","468","2899205","0-0","","200","120","2","CORN CROP","Left","200","160","2","THISTLE WEED","experimental","221","1,2","120,169.79699545692654","2,1","CORN CROP,CORN CROP","160,174.88008020808147","2,1","THISTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","814,902","49.796995456926524,22.909382930100158","14.880080208081457,18.470392506944187","0","0"
"341","86","text","0","469","2899666","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","470","2905689","0-0","","200","120","4","CORN CROP","Right","200","160","4","THISTLE WEED","experimental","222","1,2,3,4","160,140.9197256784302,201.80223685867813,214.17442388644966","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,133.85854480599872,161.30640830665803,178.39994875247856","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,1","1324,330,422,662","-19.08027432156978,60.88251118024792,12.372187027771526,18.32311996549085","13.858544805998719,27.44786350065932,17.09354044582055,5.396094594270535","0","0"
"183","86","text","0","471","2906002","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","472","2913082","0-0","","200","190","4","WHEAT CROP","Right","200","180","1","THISTLE WEED","experimental","223","1,2,3,4","180,170,208.1365667430251,188.07484161756025","1,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,215.23100716543257,243.77859430800228,232.74231545514107","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,0,0","507,649,1331,368","26.252056111095,38.13656674302511,-20.06172512546484,13.267079710814132","25.231007165432587,28.547587142569718,-11.036278852861201,15.126975415957219","0","0"
"650","86","text","0","473","2913902","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","474","2923302","0-0","","200","120","8","CORN CROP","Right","200","180","2","THISTLE WEED","experimental","224","1,2,3,4,5,6,7,8","180,197.44204075602138,140,142.8342879470977,139.92695057114713,130.5186125401433,139.27318226947713,174.05445265147338","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","120,172.95495055786967,142.47808491544006,147.19857424068195,153.11704455177036,202.55168863709324,235.1120456480711,259.49254611283635","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,1,1,1,1,1","1299,884,654,350,343,614,356,320","17.44204075602138,0.837881206497846,2.834287947097682,-2.9073373759505543,-9.40833803100383,8.75456972933385,34.78127038199625,51.339675238862306","52.95495055786968,-30.4768656424296,4.720489325241896,5.918470311088406,49.43464408532287,32.56035701097785,24.380500464765227,3.92256664055148","0","0"
"83","86","text","0","475","2923525","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","476","2934455","0-0","","200","190","8","WHEAT CROP","Right","200","160","1","NETTLE WEED","experimental","225","1,2,3,4,5,6,7,8","160,130,151.42826089025897,179.64594682790613,178.7622470576439,203.0109117856794,229.1632316305984,220.2875140025935","1,7,6,5,4,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,193.05772795109746,210.0750493520693,247.6911146599416,258.3468304006328,256.50833621462345,254.4232650677628,229.75323378133163","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,1,0,1,0,0,0","551,540,406,684,345,924,450,370","6.874430364128161,21.428260890258954,28.217685937647147,-0.883699770262235,24.248664728035514,26.152319844918992,-8.875717628004914,0.8072514368402901","3.057727951097469,17.017321400971852,37.61606530787231,10.655715740691248,-1.8384941860093775,-2.0850711468606424,-24.670031286431175,4.648052407543382","0","0"
